Team 1,Team 2,Time Left,Team 1 Score,Team 2 Score,Raid Success Rate 1,Raid Success Rate 2,Tackle Success Rate 1,Tackle Success Rate 2,Outcome
Bengal Warriors,Tamil Thalaivas,20,40,50,0.8882328544315266,0.29260552555071884,0.05973846055878207,0.47744667287892606,Team 2 Wins
U.P. Yoddhas,U Mumba,7,13,2,0.2100767000258199,0.11065389745807763,0.8810721552141396,0.11295442623727092,Team 1 Wins
Puneri Paltan,Patna Pirates,27,25,4,0.4576700263205148,0.21353800822054336,0.44817012255271493,0.1907070162253891,Team 1 Wins
Jaipur Pink Panthers,Puneri Paltan,14,4,0,0.2797248202437913,0.6782577386548911,0.8796506529026844,0.7411898496290075,Team 1 Wins
Telugu Titans,Gujarat Giants,10,29,38,0.7826034882664502,0.08296824775000422,0.436943265486032,0.44877911804990833,Team 2 Wins
Gujarat Giants,Tamil Thalaivas,7,35,40,0.49399620204431016,0.6829406788608466,0.9739496776143951,0.9070374171304385,Team 2 Wins
U.P. Yoddhas,Bengal Warriors,12,10,49,0.08616314461783037,0.24736424108663702,0.10246637794082447,0.7102057183960724,Team 2 Wins
Tamil Thalaivas,Bengal Warriors,19,0,0,0.546889824322299,0.2647864986638325,0.5354871330167946,0.9510582184384568,Draw
Puneri Paltan,Bengaluru Bulls,0,22,35,0.04849553001913609,0.7431696502624883,0.121410445762137,0.3604968542197221,Team 2 Wins
Patna Pirates,Jaipur Pink Panthers,10,47,17,0.009169404730634323,0.08191049627398861,0.9504956975695339,0.826123035815157,Team 1 Wins
Tamil Thalaivas,Puneri Paltan,32,5,19,0.3891180287793432,0.3665904061417985,0.564205208334917,0.7320557784006559,Team 2 Wins
Gujarat Giants,Bengaluru Bulls,12,0,45,0.011550166172578091,0.5708075709943736,0.13326290306797617,0.5176123988102821,Team 2 Wins
Patna Pirates,Haryana Steelers,16,9,37,0.1682304775760637,0.3855596433708347,0.5130337774524409,0.616169090866373,Team 2 Wins
Dabang Delhi K.C.,Puneri Paltan,20,1,1,0.7860284034764174,0.20809270846358208,0.01893116130345618,0.38576191490120615,Draw
Telugu Titans,Puneri Paltan,36,47,49,0.3512604665485991,0.0675995856068794,0.6563683533717403,0.051235091861188464,Team 2 Wins
Gujarat Giants,Patna Pirates,24,49,0,0.07020399181044146,0.020674072396351884,0.5375640889579547,0.924120047231271,Team 1 Wins
U.P. Yoddhas,Patna Pirates,40,16,10,0.04765445248009903,0.36793661591030424,0.7528893750734921,0.9993733031767994,Team 1 Wins
U Mumba,Dabang Delhi K.C.,0,32,27,0.8274419244044953,0.7846289078623305,0.5649593994013745,0.8960359100897033,Team 1 Wins
Tamil Thalaivas,Bengal Warriors,4,49,17,0.5088655597085464,0.5181618012527895,0.18790886719287891,0.9718609653854584,Team 1 Wins
Haryana Steelers,Telugu Titans,34,32,0,0.010903438915948471,0.35510520259169565,0.8815961442323337,0.2541013515373589,Team 1 Wins
Puneri Paltan,Gujarat Giants,3,32,25,0.991077891967895,0.09311924350970435,0.6172674886110692,0.41347488169815105,Team 1 Wins
U Mumba,Bengal Warriors,40,1,45,0.9186531416958474,0.5921724201645263,0.4198279406382147,0.2922261039449271,Team 2 Wins
Dabang Delhi K.C.,Jaipur Pink Panthers,38,3,2,0.9291177442934687,0.8957922008250478,0.8108176359125896,0.2038614632987804,Team 1 Wins
Bengaluru Bulls,Bengal Warriors,36,15,18,0.50102206594757,0.529487827457733,0.09747146579375243,0.40996496394569515,Team 2 Wins
Jaipur Pink Panthers,Gujarat Giants,3,32,33,0.09876794828196189,0.5164703396236678,0.903217541258873,0.49593965624863334,Team 2 Wins
Gujarat Giants,Bengaluru Bulls,4,16,1,0.43191352033326946,0.6078002967377747,0.6492252560139139,0.5001467535196406,Team 1 Wins
Telugu Titans,Puneri Paltan,28,29,33,0.41763363005144105,0.7193336285138923,0.8604297824697867,0.3357197234314061,Team 2 Wins
Tamil Thalaivas,Patna Pirates,40,19,36,0.2260519446742546,0.6488416089193313,0.1887702365187034,0.848967861391408,Team 2 Wins
Dabang Delhi K.C.,Gujarat Giants,9,33,23,0.3504786476152373,0.30379535926131773,0.18477833289245849,0.9839123230142984,Team 1 Wins
U Mumba,Jaipur Pink Panthers,13,17,16,0.6872225705929957,0.2559290003083581,0.3314969656516532,0.6023442285374914,Team 1 Wins
Telugu Titans,Bengal Warriors,7,42,50,0.7923764445884373,0.38251611240709105,0.006547790360093009,0.7589670842767939,Team 2 Wins
Bengal Warriors,Patna Pirates,33,31,6,0.3553008628455653,0.6250880009350849,0.9060342913565494,0.43911328757298795,Team 1 Wins
Haryana Steelers,Patna Pirates,26,11,14,0.01273434747831903,0.6079316894035817,0.5807451940165262,0.05733460838250315,Team 2 Wins
Patna Pirates,U Mumba,29,6,27,0.17525515561358496,0.5651699692477578,0.3316865818809156,0.015586606760518373,Team 2 Wins
Bengal Warriors,Jaipur Pink Panthers,38,46,4,0.8538241226693236,0.06936921559274623,0.7597152266970286,0.2839385425675006,Team 1 Wins
Tamil Thalaivas,Haryana Steelers,23,29,48,0.4320650331852849,0.9465743779882542,0.5477077424169357,0.8888497978233799,Team 2 Wins
Telugu Titans,Puneri Paltan,1,3,46,0.7802762375449457,0.1220624198259348,0.058327276824409524,0.9577068019109775,Team 2 Wins
Gujarat Giants,Telugu Titans,22,16,3,0.5951199092036198,0.6814280617841016,0.6608698443837027,0.3108769463175186,Team 1 Wins
Tamil Thalaivas,Gujarat Giants,19,27,10,0.5117550398354144,0.8090817216592502,0.027609407687776866,0.8176203041977523,Team 1 Wins
Telugu Titans,Dabang Delhi K.C.,29,15,48,0.11081175037621271,0.12656654832574543,0.3035791059383287,0.43457482545861015,Team 2 Wins
Puneri Paltan,U.P. Yoddhas,1,48,16,0.8320117811998253,0.6930902978528386,0.7701336532907117,0.9973816474212702,Team 1 Wins
Tamil Thalaivas,Bengal Warriors,35,34,49,0.6325333174685337,0.7203946571566963,0.19474261907343082,0.6757292186686717,Team 2 Wins
Jaipur Pink Panthers,Patna Pirates,6,3,7,0.1544035321499465,0.8251560057560624,0.6068456232848792,0.7026206525635417,Team 2 Wins
U Mumba,Puneri Paltan,28,10,42,0.8016476518532069,0.6900252757580716,0.8132004341739711,0.014759470059224955,Team 2 Wins
Dabang Delhi K.C.,Bengal Warriors,35,16,32,0.8454387607419336,0.8247304039010329,0.6460351036913775,0.6992780693287417,Team 2 Wins
Bengaluru Bulls,Tamil Thalaivas,10,26,47,0.8145391982077581,0.889787540465111,0.6310532525334289,0.6930680539419534,Team 2 Wins
Tamil Thalaivas,Haryana Steelers,33,0,45,0.8530581512258217,0.21692876802227679,0.9100242654543951,0.8992344879835912,Team 2 Wins
Dabang Delhi K.C.,Gujarat Giants,9,37,26,0.6690081067965118,0.12578542732040154,0.3928560201393565,0.3183408367131729,Team 1 Wins
Haryana Steelers,Bengaluru Bulls,10,28,48,0.048092423440773246,0.19887497114132247,0.25113286362323206,0.05595467270462828,Team 2 Wins
Jaipur Pink Panthers,Gujarat Giants,35,18,42,0.00529751108837706,0.06463791122215734,0.7544986384622062,0.9013328111768709,Team 2 Wins
Telugu Titans,Bengal Warriors,8,28,46,0.3485469652308394,0.9151939317285585,0.725284709621532,0.676657795331117,Team 2 Wins
Tamil Thalaivas,Telugu Titans,1,30,39,0.5494448539888646,0.968806683253174,0.3430271215206788,0.7356847943859854,Team 2 Wins
Bengal Warriors,Patna Pirates,35,15,45,0.7398619701970002,0.1551478255042278,0.7422642031042601,0.6310465891358653,Team 2 Wins
Jaipur Pink Panthers,Patna Pirates,4,8,35,0.15980957029014042,0.5745483014699739,0.23333033250375657,0.4304125019552534,Team 2 Wins
Bengal Warriors,Bengaluru Bulls,21,12,35,0.14961469216167,0.9855279386152375,0.9782057634047137,0.5768233437228911,Team 2 Wins
U Mumba,Bengaluru Bulls,19,46,39,0.07105983312598896,0.8830926549392326,0.584387402297847,0.799879124200916,Team 1 Wins
Tamil Thalaivas,Haryana Steelers,30,28,49,0.3332499396467772,0.2888538792244786,0.6353255504654776,0.30251119901871126,Team 2 Wins
Bengaluru Bulls,U Mumba,3,26,46,0.4436691730721558,0.6376964271886411,0.9131599350882852,0.054247733662085684,Team 2 Wins
Jaipur Pink Panthers,Haryana Steelers,5,17,36,0.12708963762912828,0.4486092349790003,0.12959252325198112,0.5605174974918087,Team 2 Wins
Bengal Warriors,U Mumba,11,50,42,0.9714044570779066,0.05478662617492813,0.23987919602646257,0.6130569040449653,Team 1 Wins
U.P. Yoddhas,Bengaluru Bulls,18,47,20,0.45664717913310293,0.182574309177308,0.10464176864932007,0.717758578547692,Team 1 Wins
Haryana Steelers,Dabang Delhi K.C.,32,31,30,0.5278667137397277,0.9239627767638422,0.9734697957901537,0.42744835550915894,Team 1 Wins
Patna Pirates,Jaipur Pink Panthers,32,17,0,0.343081324774559,0.7694813442344659,0.49770206531561023,0.9564431371269325,Team 1 Wins
U.P. Yoddhas,Haryana Steelers,0,49,44,0.6969476008904221,0.7591433359545653,0.07710422858523924,0.22842345430321287,Team 1 Wins
Patna Pirates,Bengal Warriors,26,0,40,0.7884921674352917,0.7336496933766762,0.9253515250357532,0.010961229550237706,Team 2 Wins
Bengaluru Bulls,Bengal Warriors,24,49,14,0.23478037314883538,0.07538416856404428,0.7575520350468324,0.9565599028055501,Team 1 Wins
Dabang Delhi K.C.,Bengaluru Bulls,34,19,15,0.7258429236063257,0.3595040166475687,0.2780135759223049,0.7348968702770983,Team 1 Wins
U Mumba,Gujarat Giants,13,14,38,0.6478472203751601,0.6667457403677144,0.1095475864690334,0.9649999210860247,Team 2 Wins
Bengaluru Bulls,U Mumba,6,22,39,0.9028357815577149,0.7944590987997302,0.6691069398784001,0.045082348782219284,Team 2 Wins
Jaipur Pink Panthers,Puneri Paltan,16,39,32,0.2653934889086008,0.6868472320465483,0.633690880311733,0.27891462139224,Team 1 Wins
Haryana Steelers,Jaipur Pink Panthers,31,34,0,0.8821731305516134,0.3106498428205159,0.6082945119733495,0.6069543870798496,Team 1 Wins
Bengaluru Bulls,Jaipur Pink Panthers,29,12,12,0.5888167681053796,0.8582302776151719,0.49959636538119445,0.20081408430124636,Draw
Telugu Titans,Gujarat Giants,10,36,11,0.5358573794087971,0.5383164614432647,0.8274963747911392,0.6478571332485288,Team 1 Wins
Puneri Paltan,Jaipur Pink Panthers,34,7,44,0.9956193801239217,0.4597435100312687,0.2269707858266926,0.6237953842772281,Team 2 Wins
Haryana Steelers,Jaipur Pink Panthers,14,35,22,0.8852977447593813,0.6753315117195542,0.5809105969380653,0.11773080814666692,Team 1 Wins
Patna Pirates,U Mumba,5,15,44,0.2852120893880552,0.3094756398901979,0.3395960296730435,0.26443669680446913,Team 2 Wins
Jaipur Pink Panthers,Haryana Steelers,15,43,48,0.9198322626526901,0.9724219825987538,0.8522692060200338,0.8363696842341818,Team 2 Wins
Tamil Thalaivas,Haryana Steelers,16,31,7,0.6336012520644736,0.45552470070872664,0.3886070495621834,0.056058068106593306,Team 1 Wins
U.P. Yoddhas,Telugu Titans,40,42,42,0.0400792178245335,0.015901342262904627,0.4556213642505029,0.05558631701552563,Draw
Patna Pirates,Telugu Titans,23,28,30,0.5262624189926918,0.5626656627217372,0.12325723617800088,0.5069912486634426,Team 2 Wins
Tamil Thalaivas,Dabang Delhi K.C.,32,21,33,0.9504380328705236,0.5695346450666614,0.9530079655330668,0.08777297198125977,Team 2 Wins
Tamil Thalaivas,U Mumba,7,21,49,0.4320710086802093,0.626333895493435,0.45567740900535014,0.9046760432216626,Team 2 Wins
Gujarat Giants,Bengaluru Bulls,0,41,23,0.08635441830693202,0.7801462318045691,0.35452638930805436,0.3651324571661405,Team 1 Wins
Patna Pirates,Puneri Paltan,19,45,34,0.6761201864765404,0.19559892024117853,0.6782772658984464,0.5757760342355337,Team 1 Wins
U.P. Yoddhas,Dabang Delhi K.C.,33,24,21,0.021079724709407666,0.38950133323196556,0.40879128467622017,0.6149740535954389,Team 1 Wins
Patna Pirates,U Mumba,15,22,39,0.19000619415350017,0.6575591099803423,0.46749285160228493,0.2642916130786497,Team 2 Wins
U Mumba,Jaipur Pink Panthers,39,47,14,0.11478014052045005,0.5098302923546973,0.840210045362537,0.46100681662259657,Team 1 Wins
Haryana Steelers,Puneri Paltan,2,26,10,0.6746522109415172,0.3967050527994864,0.9232138855866869,0.9159677532513079,Team 1 Wins
Gujarat Giants,U.P. Yoddhas,2,44,2,0.39257705026253154,0.5975637275964131,0.07959727737899924,0.2058114040636887,Team 1 Wins
Haryana Steelers,Jaipur Pink Panthers,4,8,5,0.6253924929075522,0.021628989462387782,0.16071090078863803,0.5934515993888981,Team 1 Wins
Bengal Warriors,Gujarat Giants,7,9,17,0.2855573061225227,0.6810719777322859,0.8230526212988397,0.9032616969207995,Team 2 Wins
Bengal Warriors,U.P. Yoddhas,24,41,13,0.6512757991058774,0.6671316285444809,0.06222729727846876,0.6189242386187807,Team 1 Wins
Puneri Paltan,Bengal Warriors,10,48,47,0.040832040566987304,0.8030283013267577,0.6051585297612099,0.5576210492514272,Team 1 Wins
Tamil Thalaivas,Dabang Delhi K.C.,37,18,37,0.24071549032825856,0.15759271462593283,0.24057909016550127,0.8576595803368827,Team 2 Wins
Jaipur Pink Panthers,Bengaluru Bulls,17,4,25,0.8065793574768633,0.3172171091897841,0.36432287661261376,0.3784318168172123,Team 2 Wins
Bengaluru Bulls,Haryana Steelers,22,20,39,0.04219358349455349,0.838836029574058,0.8602163510967568,0.11468600973917586,Team 2 Wins
U Mumba,Gujarat Giants,2,23,43,0.8543045333141189,0.586830167949074,0.8581157176596806,0.6410065120100783,Team 2 Wins
Bengal Warriors,Haryana Steelers,12,34,26,0.23843586861605626,0.8598110413810333,0.4294956615059421,0.6486032730353586,Team 1 Wins
Bengal Warriors,Telugu Titans,31,33,9,0.8856016191546757,0.9804892946506392,0.7000930002892776,0.2844927761183952,Team 1 Wins
Puneri Paltan,Gujarat Giants,38,23,18,0.9250621562204109,0.9327192403251016,0.720472987516196,0.6364343090746624,Team 1 Wins
Gujarat Giants,Patna Pirates,28,23,11,0.8488463475951815,0.0829759381248183,0.7368966519066166,0.39059254066209526,Team 1 Wins
Puneri Paltan,Patna Pirates,12,19,34,0.09348865873000212,0.7623417747098545,0.944371216874664,0.5476006410987732,Team 2 Wins
Gujarat Giants,Bengal Warriors,3,16,47,0.021671350443113524,0.8518813057029998,0.9864036802236066,0.9407432714863391,Team 2 Wins
U.P. Yoddhas,Telugu Titans,9,40,42,0.7566637939802461,0.9663916454739218,0.09041446882418336,0.5271887275413114,Team 2 Wins
Haryana Steelers,Puneri Paltan,31,8,9,0.7492249813493487,0.06784452667965057,0.32821028579192535,0.7813415047181185,Team 2 Wins
U.P. Yoddhas,Dabang Delhi K.C.,30,4,6,0.17939869373548833,0.48097161354975504,0.8045380628922716,0.14910100660407277,Team 2 Wins
Tamil Thalaivas,Haryana Steelers,16,47,49,0.3331225451886337,0.3840042097686357,0.642223429998645,0.6682244473530244,Team 2 Wins
U.P. Yoddhas,Bengaluru Bulls,6,15,18,0.6323811401375665,0.9878562456370977,0.0961983137127369,0.9333317482221498,Team 2 Wins
Telugu Titans,Puneri Paltan,21,26,43,0.5857998041520188,0.3419290373511721,0.9405655463832853,0.3529398899258547,Team 2 Wins
Haryana Steelers,Tamil Thalaivas,36,25,22,0.7902869458012787,0.2862265840457695,0.5471412154621571,0.17934692772265537,Team 1 Wins
Jaipur Pink Panthers,Bengaluru Bulls,1,30,18,0.3368975860064751,0.2554480312776397,0.4005077400823144,0.6654935251724758,Team 1 Wins
Bengaluru Bulls,Telugu Titans,10,4,8,0.5524763996127211,0.9688234813576441,0.25419626852622823,0.34078669908075776,Team 2 Wins
Puneri Paltan,Haryana Steelers,17,49,34,0.21564925282861935,0.12130651581859841,0.4783376558472424,0.5064408225850499,Team 1 Wins
Tamil Thalaivas,U.P. Yoddhas,39,22,47,0.23500711554659515,0.35768294484304963,0.9049991809639414,0.965104896108419,Team 2 Wins
Puneri Paltan,Bengal Warriors,32,43,24,0.8553491005902879,0.1527071286798144,0.6720427846907143,0.46739809890829676,Team 1 Wins
Patna Pirates,Telugu Titans,40,21,1,0.23728226956193432,0.7902302837938402,0.7606710810688242,0.09183424077909097,Team 1 Wins
Patna Pirates,U.P. Yoddhas,22,15,38,0.30867348945098094,0.9610257869564133,0.4596707260851115,0.7459241908161492,Team 2 Wins
Tamil Thalaivas,Gujarat Giants,22,28,26,0.008245667291700953,0.19522994521442072,0.8990618576206537,0.9589037922062325,Team 1 Wins
Gujarat Giants,Bengal Warriors,7,22,23,0.42849448394829126,0.1611765823318546,0.9769671950413036,0.00012475401789280305,Team 2 Wins
Tamil Thalaivas,Dabang Delhi K.C.,25,3,46,0.1336008612202868,0.24392429080285905,0.015452542636870237,0.3005417458276499,Team 2 Wins
Tamil Thalaivas,Bengal Warriors,8,16,49,0.9496358729690467,0.14389568035305889,0.7015309704423293,0.23131045062927724,Team 2 Wins
Puneri Paltan,Patna Pirates,4,47,21,0.2442728444289145,0.6192760361240572,0.9315536488943729,0.14045940700458004,Team 1 Wins
Puneri Paltan,Tamil Thalaivas,24,38,1,0.6822515073183585,0.7547508928780975,0.45344700779436886,0.2886278777650255,Team 1 Wins
Bengal Warriors,Gujarat Giants,9,6,43,0.15959724032717393,0.5450798788221962,0.08993012940912848,0.4002522130295846,Team 2 Wins
Gujarat Giants,U Mumba,7,11,17,0.031901420506029066,0.8161389809161689,0.7993490673017091,0.5142685230223093,Team 2 Wins
Jaipur Pink Panthers,U Mumba,25,6,14,0.7640633102612271,0.21736483090506875,0.08947455468785803,0.17503333550331623,Team 2 Wins
Tamil Thalaivas,Puneri Paltan,14,15,32,0.12027333521114447,0.8531812371362757,0.9218927534321829,0.15951937139159356,Team 2 Wins
Jaipur Pink Panthers,Gujarat Giants,16,35,26,0.46392079184203816,0.3862766367666972,0.5374802666238304,0.5824673273034495,Team 1 Wins
Bengaluru Bulls,Haryana Steelers,7,4,29,0.6471752828719066,0.6145619886145094,0.5247897865563136,0.5568604270023959,Team 2 Wins
Patna Pirates,Bengaluru Bulls,17,2,44,0.9653052805883159,0.44229651486861565,0.4716324753447513,0.9020720594004535,Team 2 Wins
Jaipur Pink Panthers,Bengaluru Bulls,37,2,50,0.6737221236943316,0.99462367230201,0.47979354832134713,0.3609034353323317,Team 2 Wins
Tamil Thalaivas,U.P. Yoddhas,23,25,47,0.1383881084230527,0.006652157422843863,0.8318693209882504,0.7453596867080446,Team 2 Wins
Haryana Steelers,Patna Pirates,19,42,19,0.4681589022976358,0.8518511242726688,0.2646350477972539,0.5458914018516138,Team 1 Wins
Haryana Steelers,U.P. Yoddhas,7,11,32,0.8929820190190157,0.5918412802793469,0.14155368694344772,0.6216504802731195,Team 2 Wins
Gujarat Giants,Telugu Titans,28,40,14,0.43721635161726313,0.0733677438417506,0.17765575962483926,0.4734009953511801,Team 1 Wins
Tamil Thalaivas,Gujarat Giants,27,1,3,0.3900526521329851,0.41364611820231423,0.07976101183338768,0.9953423049916825,Team 2 Wins
Haryana Steelers,Patna Pirates,3,40,34,0.7743740163497841,0.20378830734369147,0.3885655703856069,0.12688356271049173,Team 1 Wins
Haryana Steelers,U Mumba,7,6,39,0.19790111289428836,0.4895787747663658,0.11399573925612094,0.9820104113989484,Team 2 Wins
U Mumba,Haryana Steelers,14,17,48,0.3776661346047081,0.22508164494843153,0.3110681474300251,0.3314889000742769,Team 2 Wins
U.P. Yoddhas,Bengal Warriors,5,29,47,0.6326112667838261,0.8961450874354869,0.7896493560755429,0.2423761719489551,Team 2 Wins
U.P. Yoddhas,Bengaluru Bulls,1,5,5,0.892122501844057,0.3695655212686517,0.09065399201228841,0.6227911000079454,Draw
Gujarat Giants,U Mumba,26,20,25,0.08129546236315244,0.3294712492322537,0.7536014439129899,0.07031908427049571,Team 2 Wins
Puneri Paltan,Telugu Titans,14,35,4,0.9320207724794644,0.2783369290283353,0.5176098539110616,0.40210124271229686,Team 1 Wins
U Mumba,U.P. Yoddhas,30,38,15,0.2158561014613296,0.7607256069514055,0.33425074035859126,0.013819781418367816,Team 1 Wins
U Mumba,Tamil Thalaivas,27,26,31,0.18604005578221827,0.20337629165104987,0.18526199747835603,0.3051263572205146,Team 2 Wins
Bengal Warriors,Puneri Paltan,35,13,45,0.9080196417491678,0.8340776656043014,0.02054447601033038,0.5239574445792802,Team 2 Wins
Puneri Paltan,Haryana Steelers,19,41,27,0.8982205429037559,0.11489730633287576,0.21717765741901884,0.5874906786022595,Team 1 Wins
Gujarat Giants,Bengaluru Bulls,14,15,35,0.7344220147831472,0.7351542302753352,0.191882022874725,0.8454394410360433,Team 2 Wins
U Mumba,Gujarat Giants,25,34,5,0.2252196413032711,0.7996499054782813,0.006391196378666253,0.8721211932914643,Team 1 Wins
Patna Pirates,Bengaluru Bulls,0,20,42,0.39245782878935875,0.19928734714798535,0.7460153675648372,0.4848347363480888,Team 2 Wins
Tamil Thalaivas,U Mumba,35,26,3,0.23512888574976853,0.2023461371560723,0.4931483639498295,0.3814468394811553,Team 1 Wins
Patna Pirates,Haryana Steelers,31,23,1,0.16348114474778297,0.4045727046069296,0.9052116646778536,0.5284770898253986,Team 1 Wins
Gujarat Giants,Patna Pirates,25,31,8,0.3193472520468076,0.9476925357209374,0.8918242883549045,0.15049673447667178,Team 1 Wins
Bengaluru Bulls,Dabang Delhi K.C.,6,2,47,0.28190865906970364,0.674564146723947,0.6674457066148617,0.9399153230763043,Team 2 Wins
Haryana Steelers,Telugu Titans,25,43,44,0.1549241480286293,0.9630582195716632,0.8131550680431574,0.6795572585061487,Team 2 Wins
Puneri Paltan,U Mumba,5,37,11,0.6353017524561645,0.48744122204648654,0.3920390105496119,0.35429368205635414,Team 1 Wins
Gujarat Giants,Telugu Titans,3,20,22,0.3683401724161427,0.2793133180706704,0.736663066335262,0.4945554521832983,Team 2 Wins
U Mumba,Jaipur Pink Panthers,30,48,6,0.8298129930997946,0.024309123402602273,0.8682288096689343,0.1575104068642761,Team 1 Wins
Puneri Paltan,Gujarat Giants,27,3,29,0.597999009360447,0.4180122928365203,0.5215940957194627,0.9688677943080324,Team 2 Wins
U Mumba,Puneri Paltan,19,10,19,0.18296612868784567,0.3940614009022988,0.9333959690364562,0.0766286508669547,Team 2 Wins
U.P. Yoddhas,U Mumba,9,20,20,0.5331846917821211,0.058086759949608324,0.7029476872622736,0.7337223590728795,Draw
Patna Pirates,U.P. Yoddhas,9,11,14,0.8154221396501692,0.640379701398271,0.1293358125741061,0.44107526600978497,Team 2 Wins
Jaipur Pink Panthers,Bengaluru Bulls,32,1,19,0.8188037595779297,0.5392488934209759,0.4603501988795543,0.030952009706940342,Team 2 Wins
Bengaluru Bulls,Bengal Warriors,16,28,44,0.7714253808805384,0.17376373620475116,0.822950544725209,0.8091681013625844,Team 2 Wins
Bengaluru Bulls,U Mumba,9,27,39,0.11449516143769467,0.18337975161038622,0.8390170222031855,0.28187759883711394,Team 2 Wins
Gujarat Giants,Jaipur Pink Panthers,33,7,15,0.058743803098871394,0.5751544279807117,0.4042408582578114,0.29101744434408305,Team 2 Wins
Haryana Steelers,Tamil Thalaivas,21,20,32,0.787081032140667,0.5057786529928885,0.8852110934362784,0.2546482583126308,Team 2 Wins
U.P. Yoddhas,Bengal Warriors,0,40,23,0.9589657918277991,0.12634222187068456,0.5206558035362155,0.0361663715345063,Team 1 Wins
Patna Pirates,Dabang Delhi K.C.,9,1,16,0.7424819860710798,0.8405220476521468,0.534291547742154,0.5701190787695815,Team 2 Wins
Patna Pirates,Bengal Warriors,37,1,9,0.6416250937478302,0.22047772765835072,0.45248167284247065,0.2206655805398079,Team 2 Wins
Gujarat Giants,U Mumba,5,18,31,0.35533080129371186,0.4655749900942775,0.8741665161587545,0.6168168837007834,Team 2 Wins
Bengal Warriors,Patna Pirates,5,34,39,0.8215432967797944,0.7638023002749869,0.7822301066919123,0.01420413828184175,Team 2 Wins
Bengal Warriors,Jaipur Pink Panthers,22,18,25,0.800756917045888,0.12887993638475626,0.6792688601812843,0.9008963455734822,Team 2 Wins
Telugu Titans,Dabang Delhi K.C.,39,42,22,0.8819043379993379,0.4087628518055241,0.7916084412288601,0.0839911141648203,Team 1 Wins
Gujarat Giants,U Mumba,18,22,37,0.5588851334284359,0.7331400417822315,0.7396046261162225,0.49503166195120174,Team 2 Wins
Bengaluru Bulls,U Mumba,38,14,31,0.6881465972453474,0.9041848645231203,0.171554413022723,0.9494251877551018,Team 2 Wins
U Mumba,Bengaluru Bulls,17,14,46,0.04102597550791032,0.25985655416201237,0.07200774804519727,0.08819244737839427,Team 2 Wins
Tamil Thalaivas,Jaipur Pink Panthers,24,36,36,0.8943593060784241,0.5227675233998915,0.7815613715741657,0.9991442304014512,Draw
Puneri Paltan,Bengaluru Bulls,18,27,45,0.7478612210722658,0.5887723440225301,0.45718244543477227,0.5377053543471713,Team 2 Wins
Tamil Thalaivas,Jaipur Pink Panthers,31,9,8,0.05045806926946517,0.29001826612862824,0.6008105464063475,0.33493323255812424,Team 1 Wins
U Mumba,Gujarat Giants,40,48,33,0.8114344173318704,0.919234275812702,0.19468883177409546,0.5913495314547218,Team 1 Wins
Puneri Paltan,Patna Pirates,1,37,42,0.21402389173745184,0.7287565892857907,0.4509422880939771,0.4463780964922539,Team 2 Wins
Telugu Titans,U.P. Yoddhas,38,27,20,0.45054084730764643,0.02442245391281883,0.028869045751911404,0.5650751498298426,Team 1 Wins
Patna Pirates,Gujarat Giants,13,47,3,0.6024700036558573,0.7090736595301833,0.5445343598990424,0.6341954740585913,Team 1 Wins
Dabang Delhi K.C.,U Mumba,1,2,39,0.3693329527571281,0.646572616961291,0.3343986798949504,0.4388163734818945,Team 2 Wins
Bengal Warriors,Telugu Titans,5,23,23,0.37689057810551574,0.9874523695048145,0.8501050261006748,0.17065454187760998,Draw
Patna Pirates,U.P. Yoddhas,2,26,9,0.7293037400499425,0.7439657627733031,0.4692996096673532,0.20951222702878836,Team 1 Wins
Bengal Warriors,Bengaluru Bulls,25,47,28,0.32314706329604437,0.2947837495230724,0.9526685497182321,0.7439603536778377,Team 1 Wins
Haryana Steelers,Gujarat Giants,31,20,9,0.1845860425516933,0.9005854585037433,0.32851368845107687,0.12450125515034316,Team 1 Wins
Bengaluru Bulls,Gujarat Giants,26,5,12,0.18085920884920403,0.7254774561111307,0.726496646874864,0.842732411668678,Team 2 Wins
U.P. Yoddhas,Patna Pirates,34,16,20,0.00943037337056396,0.9065953838533268,0.7405722253951459,0.1022970663072551,Team 2 Wins
U.P. Yoddhas,Puneri Paltan,35,4,30,0.6912236333238669,0.1345962415809674,0.8399940846241613,0.7858131694674371,Team 2 Wins
Tamil Thalaivas,Dabang Delhi K.C.,9,16,38,0.9042881447020026,0.496903672568921,0.7780894949496199,0.2003072365359141,Team 2 Wins
Tamil Thalaivas,Puneri Paltan,5,15,45,0.8624549623699411,0.0511061483434766,0.890079466863628,0.9345498218378556,Team 2 Wins
Dabang Delhi K.C.,Patna Pirates,16,39,16,0.17775799073580667,0.05091706922379313,0.6537394956345545,0.25288061881530477,Team 1 Wins
Puneri Paltan,Telugu Titans,23,41,16,0.6187580056384595,0.35090443935271143,0.4776755665422423,0.924533134493946,Team 1 Wins
Haryana Steelers,Patna Pirates,16,42,33,0.5053724072802607,0.7517300078412842,0.8593690296053901,0.911726243497068,Team 1 Wins
Gujarat Giants,Bengal Warriors,22,6,37,0.8519840293532692,0.27283163062041293,0.41835404284233946,0.20379574079425833,Team 2 Wins
Patna Pirates,Puneri Paltan,18,4,30,0.15171922689796002,0.6227062532994724,0.16627308763244542,0.401618740470601,Team 2 Wins
